bodytype,brand,mileage,color,engine,complectation,tax,transmission,drive,wheel,owners,customs,pts,year,price
Кузовседан,Audi A4 I (B5),Пробег310 000 км,Цветфиолетовый,Двигатель1.8 л / 125 л.с. / Бензин,Комплектация18 опций,Налог2 500 ₽ / год,Коробкамеханическая,Приводполный,РульЛевый,Владельцы3 или более,ТаможняРастаможен,ПТСОригинал,год выпуска1995,250 000 ₽Смотреть статистику цен
Кузовседан,Audi A6 IV (C7) Рестайлинг,Пробег99 800 км,Цветчёрный,Двигатель1.8 л / 190 л.с. / Бензин,Комплектация10 опций,Налог8 550 ₽ / год,Коробкароботизированная,Приводпередний,РульЛевый,Владельцы3 или более,ТаможняРастаможен,ПТСОригинал,год выпуска2016,1 790 000 ₽Отличная ценаСмотреть статистику цен
Кузоввнедорожник 5 дв.,Audi Q7 I (4L) Рестайлинг,Пробег222 500 км,Цветсерый,Двигатель3.0 л / 245 л.с. / Дизель,Комплектация73 опции,Налог12 152 ₽ / год,Коробкаавтоматическая,Приводполный,РульЛевый,Владельцы2 владельца,ТаможняРастаможен,ПТСОригинал,год выпуска2014,2 300 000 ₽Смотреть статистику цен
Кузоввнедорожник 5 дв.,Audi Q3 I (8U),Пробег138 127 км,Цветсерый,Двигатель2.0 л / 170 л.с. / Бензин,Комплектация17 опций,Налог7 650 ₽ / год,Коробкароботизированная,Приводполный,РульЛевый,Владельцы2 владельца,ТаможняРастаможен,ПТСОригинал,год выпуска2013,1 367 000 ₽Хорошая ценаСмотреть статистику цен
Кузовседан,Audi A4 I (B5),Пробег245 000 км,Цветсиний,Двигатель1.8 л / 125 л.с. / Бензин,Комплектация5 опций,Налог3 750 ₽ / год,Коробкамеханическая,Приводпередний,РульЛевый,Владельцы3 или более,ТаможняРастаможен,ПТСОригинал,год выпуска1996,255 000 ₽Смотреть статистику цен
Кузоввнедорожник 5 дв.,Audi Q3 I (8U) Рестайлинг,Пробег37 000 км,Цветсеребристый,Двигатель1.4 л / 150 л.с. / Бензин,КомплектацияBasis,Налог2 010 ₽ / год,Коробкароботизированная,Приводпередний,РульЛевый,Владельцы1 владелец,ТаможняРастаможен,ПТСОригинал,год выпуска2016,1 739 000 ₽Отличная ценаСмотреть статистику цен
Кузовседан,Audi A3 III (8V),Пробег49 000 км,Цветбелый,Двигатель1.4 л / 122 л.с. / Бензин,,Налог1 635 ₽ / год,Коробкароботизированная,Приводпередний,РульЛевый,Владельцы1 владелец,ТаможняРастаможен,ПТСОригинал,год выпуска2014,1 510 000 ₽Смотреть статистику цен
Кузовуниверсал 5 дв.,Audi 100 IV (C4),Пробег122 000 км,Цветсерый,Двигатель2.3 л / 133 л.с. / Бензин,Комплектация6 опций,Налог2 793 ₽ / год,Коробкамеханическая,Приводпередний,РульЛевый,Владельцы3 или более,ТаможняРастаможен,ПТСОригинал,год выпуска1991,115 000 ₽Смотреть статистику цен
Кузоввнедорожник 5 дв.,Audi Q5 I (8R),Пробег37 793 км,Цветсерый,Двигатель3.2 л / 270 л.с. / Бензин,Комплектация21 опция,Налог40 500 ₽ / год,Коробкароботизированная,Приводполный,РульЛевый,Владельцы1 владелец,ТаможняРастаможен,ПТСОригинал,год выпуска2012,1 790 000 ₽Смотреть статистику цен
Кузовседан,Audi A6 III (C6),Пробег323 100 км,Цветсерый,Двигатель2.7 л / 180 л.с. / Дизель,Комплектация20 опций,Налог9 000 ₽ / год,Коробкаавтоматическая,Приводполный,РульЛевый,Владельцы3 или более,ТаможняРастаможен,ПТСОригинал,год выпуска2006,627 000 ₽от 532 000 ₽ со скидками
Кузоввнедорожник 5 дв.,Audi Q3 I (8U),Пробег100 000 км,Цветбелый,Двигатель2.0 л / 170 л.с. / Бензин,КомплектацияБазовая,Налог6 120 ₽ / год,Коробкароботизированная,Приводполный,РульЛевый,Владельцы2 владельца,ТаможняРастаможен,ПТСОригинал,год выпуска2013,1 600 000 ₽Смотреть статистику цен
Кузовседан,Audi A3 III (8V),Пробег64 640 км,Цветчёрный,Двигатель1.4 л / 122 л.с. / Бензин,,Налог3 050 ₽ / год,Коробкароботизированная,Приводпередний,РульЛевый,Владельцы1 владелец,ТаможняРастаможен,ПТСОригинал,год выпуска2014,1 270 000 ₽Смотреть статистику цен
Кузовседан,Audi A6 IV (C7),Пробег154 969 км,Цветбелый,Двигатель2.0 л / 180 л.с. / Бензин,Комплектация47 опций,Налог9 000 ₽ / год,Коробкавариатор,Приводпередний,РульЛевый,Владельцы3 или более,ТаможняРастаможен,ПТСОригинал,год выпуска2013,1 369 000 ₽Смотреть статистику цен
